minutes,weibull_minus_logistic
0.0199203547,-0.008397530662781039
0.020592068934542122,-0.008542096391876641
0.021286433368826255,-0.008688533878858151
0.022004211767444475,-0.00883684223763137
0.022746193649126126,-0.008987019248109518
0.02351319515516706,-0.00913906128839792
0.024306059947142515,-0.009292963264540544
0.025125660134890666,-0.009448718537771739
0.02597289723578796,-0.009606318849202378
0.02684870316637104,-0.009765754241883973
0.027754041267396293,-0.009927012980179617
0.028689907363464343,-0.010090081466384127
0.02965733085837501,-0.010254944154523438
0.030657375867417732,-0.010421583461273976
0.031691142387842826,-0.010589979673938155
0.03275976750880091,-0.01076011085541051
0.03386442666208155,-0.010931952746077944
0.03500633491502688,-0.011105478662587265
0.03618674830704205,-0.01128065939342715
0.03740696523117308,-0.011457463091261277
0.03866832786227129,-0.01163585516196175
0.03997222363331545,-0.011815798150282775
0.04132008676151562,-0.011997251622131944
0.042713399825877144,-0.012180172043381177
0.04415369539796006,-0.012364512655179238
0.045642557727627646,-0.012550223345720868
0.04718162448563866,-0.01273725051843455
0.04877258856499938,-0.012925536956556294
0.05041719994305767,-0.013115021684062311
0.052117267606386374,-0.013305639822934201
0.05387466154057426,-0.013497322446743176
0.05569131478711222,-0.013689996430539031
0.05756922556963806,-0.013883584297046392
0.05951045949187805,-0.01407800405916515
0.06151715180970296,-0.01427316905879572
0.06359150977979804,-0.014468987802004896
0.06573581508753008,-0.014665363790570929
0.067952426356682,-0.014862195349945706
0.07024378174381565,-0.015059375453694401
0.07261240162011694,-0.015256791544474901
0.07506089134367201,-0.015454325351646259
0.07759194412522534,-0.015651852705593883
0.08020834399057068,-0.01584924334889093
0.08291296884283389,-0.01604636074442245
0.08570879362801599,-0.01624306188061997
0.08859889360727848,-0.016439197073973233
0.09158644773956974,-0.016634609769008102
0.09467474217831374,-0.016829136335941963
0.09786717388600712,-0.0170226058662466
0.10116725437070048,-0.017214839966380957
0.10457861354847374,-0.0174056525499795
0.10810500373615398,-0.017594849628809528
0.11175030377866799,-0.01778222910283933
0.11551852331556901,-0.017967580549801077
0.11941380719143062,-0.01815068501464745
0.12344044001495925,-0.018331314799359344
0.1276028508718398,-0.018509233253577007
0.1319056181964985,-0.018684194566585655
0.1363534748081414,-0.01885594356121556
0.1409513131166083,-0.019024215490264007
0.14570419050376798,-0.019188735836097592
0.15061733488637372,-0.019349220114130206
0.15569615046649868,-0.019505373680934524
0.1609462236758758,-0.01965689154778749
0.16637332932068075,-0.019803458200512103
0.1719834369335169,-0.01994474742652863
0.17778271733958922,-0.020080422150091648
0.18377754944428973,-0.020210134276751557
0.18997452724965977,-0.020333524548135973
0.19638046710744791,-0.02045022240822092
0.2030024152167406,-0.020559845882322514
0.2098476553744128,-0.020662001470113767
0.2169237169869244,-0.020756284054038177
0.22423838335227295,-0.020842276824569628
0.2317997002212159,-0.020919551223839372
0.2396159846471748,-0.020987666909228264
0.24769583413456037,-0.021046171738597796
0.2560481360955777,-0.02109460177891309
0.2646820776259149,-0.021132481340089715
0.27360715561006904,-0.02115932303596968
0.282833187167422,-0.02117462787441926
0.2923703204505596,-0.02117788537860943
0.3022290458077081,-0.021168573741622843
0.3124202073215703,-0.0211461600166033
0.3229550147372484,-0.02111010034473637
0.3338450557923795,-0.021059840223422666
0.3451023089630396,-0.020994814817066332
0.35673915663944306,-0.020914449312968264
0.36876839874592365,-0.02081815932487041
0.38120326682018246,-0.020705351346743228
0.39405743856728886,-0.020575423259460046
0.40734505290443995,-0.020427764893032663
0.4210807255130321,-0.02026175864711277
0.43527956491514513,-0.020076780172481268
0.44995718909212873,-0.01987219911624949
0.46512974266356405,-0.019647379933494635
0.4808139146455034,-0.01940168276803056
0.49702695680751396,-0.019134464404972684
0.5137867026487242,-0.018845079297713285
0.5311115870137407,-0.018532880671843444
0.5490206663700127,-0.018197221708473266
0.5675336397689524,-0.017837456809285612
0.5866708705138601,-0.01745294294552635
0.6064534085584956,-0.01704304109297583
0.6269030136609253,-0.016607117754751877
0.6480421793181212,-0.016144546573595542
0.6698941575076302,-0.01565471003503427
0.692482984263535,-0.015137001262550354
0.7158335061148368,-0.014590825905576699
0.7399714074153357,-0.014015604120799052
0.7649232385950815,-0.013410772646873848
0.7907164453644556,-0.012775786972253456
0.8173793989030219,-0.012110123595373667
0.8449414270663378,-0.011413282375962619
0.8734328466450665,-0.010684788975715898
0.9028849967118591,-0.009924197386016909
0.9333302730926999,-0.009131092539783947
0.9648021640006188,-0.008305093003887598
0.997335286870979,-0.007445853747909736
1.030965426438845,-0.006553068984305299
1.06572957410032,-0.00562647507428049
1.1016659686011525,-0.004665853492933136
1.1388141380973527,-0.00367103384638523
1.1772149436341044,-0.002641896932817245
1.2169106240907746,-0.0015783778384501623
1.2579448426414774,-0.0004804690586551752
1.30036273478228,0.000651776366518364
1.3442109579778936,0.0018182417139979146
1.3895377429824423,0.003018743449023531
1.4363929468907761,0.004253028119551749
1.4848281079786685,0.005520769287994054
1.5348965023922236,0.006821564515414491
1.5866532027488587,0.008154932414139116
1.6401551387142987,0.009520309785526204
1.6954611596222406,0.010917048860382028
1.7526320992055378,0.012344414660207637
1.8117308425101344,0.013801582498071396
1.8728223950653229,0.015287635638453478
1.935973954386436,0.016801563135860786
2.0012549838885936,0.018342257872368983
2.068737289292843,0.019908514814499068
2.13849509760868,0.02149902950996141
2.2106051387798993,0.023112396844805705
2.285146730083513,0.02474711008137709
2.3622018633746147,0.026401560197191976
2.4418552952731263,0.02807403554441623
2.5241946403916655,0.029762721849020846
2.6093104677070302,0.031465702567933795
2.697296400181346,0.033180959621564976
2.7882492177424223,0.03490637451797107
2.88226896373663,0.03663972988364994
2.979459054971344,0.03837871141448779
3.0799263954680303,0.04012091025875475
3.183781494051086,0.04186382584225312
3.2911385859017597,0.043604869143753056
3.402115758210897,0.045341366426751906
3.516835080068671,0.04707056343133109
3.6354227367342062,0.04878963002750325
3.758009168432756,0.05049566532894845
3.8847292138331566,0.0521857032634333
4.0157222583633,0.053856718593530584
4.151132387526826,0.055505633378515995
4.291108545389651,0.05712932386553138
4.43580469841064,0.058724627795306406
4.585380004796687,0.060288352104930776
4.739998989568417,0.06181728100739292
4.899831725529111,0.06330818442489283
5.065054020335889,0.06475782675028074
5.235847609878971,0.06616297590843645
5.412400358181643,0.06752041268698228
5.594906464040872,0.06882694030343983
5.783566674635816,0.07007939417383768
5.9785885063392605,0.07127465184584947
6.180186472974764,0.07240964305781994
6.388582321770659,0.07348135988353643
6.604005277270424,0.07448686692134177
6.826692293467673,0.07542331148514958
7.056888314443205,0.07628793375416681
7.294846543790669,0.07707807683761181
7.540828723127302,0.07779119671046603
7.795105419995992,0.0784248719763222
8.05795632547549,0.07897681341365725
8.329670561825939,0.07944487326239869
8.610547000508276,0.07982705420842989
8.900894590927212,0.08012151802469553
9.201032700259411,0.08032659382882124
9.511291464740737,0.08044078591861176
9.832012152798834,0.08046278114845151
10.163547540430576,0.08039145581146229
10.506262299237193,0.08022588199427538
10.860533397544035,0.07996533337340794
11.226750515045985,0.07960929042450388
11.605316471434788,0.07915744501806526
11.996647669479614,0.07860970437775161
12.40117455304841,0.0779661943798497
12.819342080573618,0.07722726217508413
13.251610214483206,0.07639347811653513
13.698454427135324,0.07546563698005515
14.160366223812987,0.07444475846618731
14.637853683354288,0.07333208697519955
15.13144201701252,0.0721290906494314
15.64167414616112,0.07083745967970845
16.16911129947877,0.06945910387508769
16.714333630271692,0.06799614949767058
17.27794085461191,0.0664509353666442
17.8605529109936,0.06482600823807522
18.46281064223307,0.06312411746930574
19.085376500362276,0.06134820897906462
19.72893527529157,0.05950141851663204
20.39419484804273,0.05758706425556348
21.081886969381124,0.05560863872961794
21.792768064703257,0.053569800130630535
22.527620066065264,0.05147436299013419
23.28725127226727,0.04932628826857971
24.07249723793981,0.04712967287801914
24.884221692610314,0.044888738666127775
25.723317490760344,0.04260782089143009
26.590707593919,0.04029135622158714
27.48734608587229,0.03794387028858512
28.414219222105483,0.03556996483664335
29.37234651463249,0.033174304500641794
