minutes,weibull_minus_logistic
0.0199203547,-0.00887713624373121
0.020592068934542122,-0.009033193890658153
0.021286433368826255,-0.009191706637765695
0.022004211767444475,-0.009352702697264292
0.022746193649126126,-0.009516210189437158
0.02351319515516706,-0.009682257120462334
0.024306059947142515,-0.00985087135918239
0.025125660134890666,-0.01002208061278953
0.02597289723578796,-0.010195912401387619
0.02684870316637104,-0.010372394031389565
0.027754041267396293,-0.010551552567712008
0.028689907363464343,-0.010733414804726449
0.02965733085837501,-0.010918007235920624
0.030657375867417732,-0.01110535602223206
0.031691142387842826,-0.011295486959004508
0.03275976750880091,-0.011488425441523953
0.03386442666208155,-0.01168419642908769
0.03500633491502688,-0.011882824407555281
0.03618674830704205,-0.012084333350337095
0.03740696523117308,-0.012288746677764362
0.03866832786227129,-0.012496087214796114
0.03997222363331545,-0.01270637714700329
0.04132008676151562,-0.01291963797478124
0.042713399825877144,-0.013135890465734712
0.04415369539796006,-0.013355154605177444
0.045642557727627646,-0.013577449544691755
0.04718162448563866,-0.01380279354868863
0.04877258856499938,-0.014031203938908998
0.05041719994305767,-0.014262697036807603
0.052117267606386374,-0.014497288103754613
0.05387466154057426,-0.014734991278997245
0.05569131478711222,-0.014975819515316124
0.05756922556963806,-0.015219784512311207
0.05951045949187805,-0.015466896647253758
0.06151715180970296,-0.015717164903439662
0.06359150977979804,-0.0159705967959769
0.06573581508753008,-0.01622719829493935
0.067952426356682,-0.016486973745820643
0.07024378174381565,-0.016749925787221898
0.07261240162011694,-0.017016055265700714
0.07506089134367201,-0.01728536114771817
0.07759194412522534,-0.017557840428611193
0.08020834399057068,-0.017833488038526135
0.08291296884283389,-0.01811229674524062
0.08570879362801599,-0.01839425705380915
0.08859889360727848,-0.018679357102965755
0.09158644773956974,-0.018967582558213847
0.09467474217831374,-0.019258916501540657
0.09786717388600712,-0.019553339317690654
0.10116725437070048,-0.01985082857693532
0.10457861354847374,-0.02015135891427755
0.10810500373615398,-0.02045490190503174
0.11175030377866799,-0.020761425936722366
0.11551852331556901,-0.02107089607724577
0.11941380719143062,-0.02138327393924566
0.12344044001495925,-0.021698517540650997
0.1276028508718398,-0.022016581161334203
0.1319056181964985,-0.02233741519584853
0.1363534748081414,-0.022660966002207683
0.1409513131166083,-0.022987175746679078
0.14570419050376798,-0.023315982244561995
0.15061733488637372,-0.023647318796936823
0.15569615046649868,-0.023981114023368333
0.1609462236758758,-0.024317291690558296
0.16637332932068075,-0.024655770536956223
0.1719834369335169,-0.02499646409333034
0.17778271733958922,-0.025339280499330763
0.18377754944428973,-0.025684122316067315
0.18997452724965977,-0.026030886334749037
0.19638046710744791,-0.026379463381439816
0.2030024152167406,-0.026729738117996615
0.2098476553744128,-0.02708158883927203
0.2169237169869244,-0.02743488726667409
0.22423838335227295,-0.0277894983382031
0.2317997002212159,-0.028145279995084538
0.2396159846471748,-0.028502082965153774
0.24769583413456037,-0.02885975054315526
0.2560481360955777,-0.029218118368143475
0.2646820776259149,-0.029577014198197915
0.27360715561006904,-0.029936257682683598
0.282833187167422,-0.030295660132316216
0.2923703204505596,-0.030655024287315036
0.3022290458077081,-0.031014144083960193
0.3124202073215703,-0.03137280441989243
0.3229550147372484,-0.03173078091853476
0.3338450557923795,-0.03208783969303841
0.3451023089630396,-0.03244373711019832
0.35673915663944306,-0.03279821955481921
0.36876839874592365,-0.03315102319504537
0.38120326682018246,-0.033501873749218536
