p,mean_log_ratio,p16_log_ratio,p84_log_ratio
0.0001,5.901374047441952,3.995919220776689,6.451677292124497
0.00010392891264332541,5.864823305333756,3.9688262208418825,6.413204629950098
0.00010801218883223963,5.828301496486097,3.9417578612092004,6.374759826609445
0.00011225589337560201,5.791808860208607,3.914714346179767,6.33634311211996
0.00011666632936331394,5.755345638677686,3.88769588251936,6.297954719240471
0.00012125004752817284,5.718912076979396,3.86070267949591,6.259594883511768
0.0001260138559755453,5.682508423153118,3.8337349489176473,6.2212638432978
0.00013096483029531036,5.646134928235928,3.8067929051719407,6.182961839827584
0.00013611032407109247,5.609791846307739,3.7798767652648113,6.1446891172378
0.0001414579798023928,5.573479434537198,3.752986748861132,6.106445922616073
0.00014701574025584172,5.537197953228391,3.726123078325557,6.068232506045001
0.00015279186026243209,5.500947665868322,3.6992859787641676,6.030049120646894
0.00015879491897825487,5.46472883917522,3.672475678066865,5.991896022629268
0.00016503383262694987,5.428541743147657,3.645692406950496,5.953773471331081
0.0001715178677427946,5.392386651114521,3.6189363990027754,5.915681729269745
0.0001782566549341034,5.356263839785831,3.5922078907269688,5.877621062188917
0.00018526020318737835,5.320173589304454,3.565507121587391,5.8395917391070915
0.0001925389147334576,5.2841161832986625,3.5388343340557054,5.801594032366983
0.00020010360049774195,5.248091908935648,3.5121897736580645,5.763628217685753
0.0002079654961574471,5.212101056975906,3.485573689023088,5.72569457420604
0.00021613627882973146,5.176143921828599,3.458986331930716,5.687793384547881
0.00022462808441548582,5.140220801607855,3.4324279573619303,5.649924934861461
0.00023345352562454552,5.104331998190024,3.405898823549385,5.612089514880748
0.0002426257107090972,5.0684778172719644,3.379399192028951,5.574287417978038
0.0002521582629331051,5.032658568430291,3.3529293276921845,5.536518941219388
0.00026206534080667354,4.996874565181679,3.3264894988397713,5.498784385420985
0.00027236165911540076,4.961126125044214,3.300079977235918,5.461084055206442
0.0002830625107759566,4.925413569599772,3.2737010381637623,5.423418259065067
0.0002941837895503475,4.889737224557534,3.2473529604817646,5.385787309411078
0.00030574201365260494,4.854097419818568,3.2210360266811713,5.348191522643833
0.00031775435028296014,4.818494489541538,3.1947505229444904,5.3106312192090375
0.00033023864112594357,4.78292877220958,3.1684967392050836,5.273106723660989
0.00034321342885028713,4.747400610698326,3.142274969207823,5.235618364725861
0.00035669798464997636,4.711910352345113,3.1160855105708922,5.19816647536603
0.0003707123368673766,4.676458349019417,3.0899286648487125,5.160751392845482
0.00038527730074092604,4.641044957194522,3.063804737596061,5.123373458796326
0.0004004145093215991,4.605670538020419,3.0377140384333523,5.086033019286384
0.0004161464456040448,4.570335457398022,3.011656881113163,5.048730424887946
0.0004324964759201314,4.5350400860546545,2.9856335835879886,5.011466030747651
0.0004494888846444943,4.4997847996208895,2.959644468079259,4.974240196657539
0.0004671489102636342,4.464569978708736,2.934673110581788,4.937053287127302
0.000485502782862139,4.429396008991196,2.9106339189689696,4.899905671457733
0.0005045777630817063,4.3942632812832505,2.886623758127765,4.862797723815404
0.0005244021826108319,4.359172191624262,2.8626429072297928,4.825729823308601
0.0005450054862653033,4.324123141361844,2.8386916492020533,4.788702354064527
0.0005664182757219979,4.289116537237224,2.8147702707878093,4.751715705307798
0.0005886723549709454,4.254152791472129,2.79087906260855,4.71477027144026
0.0006118007775531602,4.219232321857207,2.7670183192270907,4.677866452122135
0.0006358378956544095,4.184355551842059,2.743188339211823,4.641004652354555
0.0006608194111278298,4.1495229106268425,2.719389425202116,4.60418528256344
0.0006867824285211796,4.114734833255566,2.695621883974933,4.567408758684842
0.0007137655101874863,4.079991760711017,2.671886026512664,4.5306755022516745
0.0007418087335609377,4.045294140011451,2.6481821680722017,4.49398594048195
0.0007709537506831064,4.010642424308967,2.624510628255278,4.457340506368461
0.0008012438500678855,3.9760370729897465,2.6008717310801313,4.420739638770026
0.0008327240209970708,3.941478551776028,2.577265805054458,4.384183782504237
0.0008654410203420317,3.9069673328300167,2.5536931832497665,4.347673388441808
0.0008994434420107751,3.872503894859641,2.530154203377074,4.3112089136025045
0.0009347817891234976,3.838088723226282,2.506649207864057,4.274790821252734
0.0009715085490238742,3.803722310054465,2.4831785439336227,4.238419581004762
0.0010096782712374604,3.7694051543435854,2.459742563683973,4.202095668917647
0.0010493476484930184,3.7351377620817012,2.4363416241701894,4.165819567599901
0.0010905756009270985,3.7009206463614563,2.412976087487351,4.129591766313907
0.0011334233635969452,3.6667543274981367,2.3896463208552503,4.093412761082119
0.0011779545774317098,3.632639333149978,2.3663526967047317,4.0572830547951275
0.0012242353837570547,3.5985761984407056,2.343095592765684,4.021203157321556
0.001272334522533549,3.564565466084416,2.31987539215674,3.985173585619884
0.0013223234344547634,3.5306076865128064,2.2966924834767157,3.9491948638522123
0.0013742763670567114,3.496703418004862,2.273547260897838,3.9132675235000156
0.0014282704849962356,3.462853226819003,2.2504401242607983,3.877392103481921
0.0014843859846621395,3.429057687327801,2.2273714791716923,3.841569150273565
0.001542706213289279,3.395317382155292,2.2043417371008625,3.8057992180295614
0.00160331779275257,3.3616329023169778,2.181351315483744,3.7700828687076284
0.0016663107482247097,3.3280048473625747,2.1584006378237137,3.734420672194966
0.0017317786418888023,3.2944338255215624,2.1354901337970245,3.698813206436839
0.0017998187119043787,3.2609204538516536,2.1126202393598876,3.6632610575675337
0.0018705320168333282,3.2274653583902038,2.089791396857731,3.6277648200436454
0.0019440235857401407,3.194069174308691,2.06700405513673,3.592325096779835
0.002020402574189515,3.160732546070313,2.044258669657641,3.5569424992870355
